,States,Regions,latitude,longitude,Dates,Usage
3518,Telangana,SR,18.1124,79.0193,08/02/2020,237.6
3519,Karnataka,SR,12.57038129,76.91999711,08/02/2020,247.7
3520,Kerala,SR,8.900372741,76.56999263,08/02/2020,79.5
3521,Tamil Nadu,SR,12.92038576,79.15004187,08/02/2020,332.2
3522,Pondy,SR,11.93499371,79.83000037,08/02/2020,8.2
3523,Bihar,ER,25.78541445,87.4799727,08/02/2020,64.8
3524,Jharkhand,ER,23.80039349,86.41998572,08/02/2020,20.9
3525,Odisha,ER,19.82042971,85.90001746,08/02/2020,68.6
3526,West Bengal,ER,22.58039044,88.32994665,08/02/2020,109.7
3527,Sikkim,ER,27.3333303,88.6166475,08/02/2020,1.5
3528,Arunachal Pradesh,NER,27.10039878,93.61660071,08/02/2020,2.3
3529,Assam,NER,26.7499809,94.21666744,08/02/2020,22.2
3530,Manipur,NER,24.79997072,93.95001705,08/02/2020,2.7
3531,NER Meghalaya,NER,25.57049217,91.8800142,08/02/2020,5.9
3532,Mizoram,NER,23.71039899,92.72001461,08/02/2020,1.6
3533,Nagaland,NER,25.6669979,94.11657019,08/02/2020,2.2
3534,Tripura,NER,23.83540428,91.27999914,08/02/2020,3.6
3535,ALL INDIA TOTAL,,,,08/02/2020,3409.3
3536,Punjab,NR,31.51997398,75.98000281,09/02/2020,93.8
3537,Haryana,NR,28.45000633,77.01999101,09/02/2020,93.2
3538,Rajasthan,NR,26.44999921,74.63998124,09/02/2020,201.1
3539,Delhi,NR,28.6699929,77.23000403,09/02/2020,58.2
3540,NR UP,NR,27.59998069,78.05000565,09/02/2020,232.1
3541,Uttarakhand,NR,30.32040895,78.05000565,09/02/2020,33.8
3542,HP,NR,31.10002545,77.16659704,09/02/2020,27.5
3543,J&K,NR,33.45,76.24,09/02/2020,47.4
3544,Chandigarh,NR,30.71999697,76.78000565,09/02/2020,3.1
3545,Chhattisgarh,WR,22.09042035,82.15998734,09/02/2020,81.2
3546,Gujarat,WR,22.2587,71.1924,09/02/2020,335.6
3547,MP,WR,21.30039105,76.13001949,09/02/2020,221.0
3548,Maharashtra,WR,19.25023195,73.16017493,09/02/2020,471.5
3549,Goa,WR,15.491997,73.81800065,09/02/2020,9.2
3550,DNH,WR,20.26657819,73.0166178,09/02/2020,19.0
3551,Andhra Pradesh,SR,14.7504291,78.57002559,09/02/2020,182.4
3552,Telangana,SR,18.1124,79.0193,09/02/2020,226.7
3553,Karnataka,SR,12.57038129,76.91999711,09/02/2020,237.4
3554,Kerala,SR,8.900372741,76.56999263,09/02/2020,73.9
3555,Tamil Nadu,SR,12.92038576,79.15004187,09/02/2020,309.7
3556,Pondy,SR,11.93499371,79.83000037,09/02/2020,7.4
3557,Bihar,ER,25.78541445,87.4799727,09/02/2020,71.1
3558,Jharkhand,ER,23.80039349,86.41998572,09/02/2020,22.5
3559,Odisha,ER,19.82042971,85.90001746,09/02/2020,71.4
3560,West Bengal,ER,22.58039044,88.32994665,09/02/2020,104.9
3561,Sikkim,ER,27.3333303,88.6166475,09/02/2020,1.3
3562,Arunachal Pradesh,NER,27.10039878,93.61660071,09/02/2020,2.3
3563,Assam,NER,26.7499809,94.21666744,09/02/2020,21.0
3564,Manipur,NER,24.79997072,93.95001705,09/02/2020,2.7
3565,NER Meghalaya,NER,25.57049217,91.8800142,09/02/2020,5.7
3566,Mizoram,NER,23.71039899,92.72001461,09/02/2020,1.7
3567,Nagaland,NER,25.6669979,94.11657019,09/02/2020,2.2
3568,Tripura,NER,23.83540428,91.27999914,09/02/2020,3.4
3569,ALL INDIA TOTAL,,,,09/02/2020,3348.7
3570,Punjab,NR,31.51997398,75.98000281,10/02/2020,119.9
3571,Haryana,NR,28.45000633,77.01999101,10/02/2020,130.3
3572,Rajasthan,NR,26.44999921,74.63998124,10/02/2020,234.1
3573,Delhi,NR,28.6699929,77.23000403,10/02/2020,85.8
3574,NR UP,NR,27.59998069,78.05000565,10/02/2020,313.9
3575,Uttarakhand,NR,30.32040895,78.05000565,10/02/2020,40.7
3576,HP,NR,31.10002545,77.16659704,10/02/2020,30.0
3577,J&K,NR,33.45,76.24,10/02/2020,52.5
3578,Chandigarh,NR,30.71999697,76.78000565,10/02/2020,5.0
3579,Chhattisgarh,WR,22.09042035,82.15998734,10/02/2020,78.7
3580,Gujarat,WR,22.2587,71.1924,10/02/2020,319.5
3581,MP,WR,21.30039105,76.13001949,10/02/2020,253.0
3582,Maharashtra,WR,19.25023195,73.16017493,10/02/2020,428.6
3583,Goa,WR,15.491997,73.81800065,10/02/2020,12.8
3584,DNH,WR,20.26657819,73.0166178,10/02/2020,18.6
3585,Andhra Pradesh,SR,14.7504291,78.57002559,10/02/2020,164.6
3586,Telangana,SR,18.1124,79.0193,10/02/2020,204.2
3587,Karnataka,SR,12.57038129,76.91999711,10/02/2020,206.3
3588,Kerala,SR,8.900372741,76.56999263,10/02/2020,72.7
3589,Tamil Nadu,SR,12.92038576,79.15004187,10/02/2020,268.3
3590,Pondy,SR,11.93499371,79.83000037,10/02/2020,6.3
3591,Bihar,ER,25.78541445,87.4799727,10/02/2020,82.3
3592,Jharkhand,ER,23.80039349,86.41998572,10/02/2020,24.8
3593,Odisha,ER,19.82042971,85.90001746,10/02/2020,70.2
3594,West Bengal,ER,22.58039044,88.32994665,10/02/2020,108.2
3595,Sikkim,ER,27.3333303,88.6166475,10/02/2020,2.0
3596,Arunachal Pradesh,NER,27.10039878,93.61660071,10/02/2020,2.1
3597,Assam,NER,26.7499809,94.21666744,10/02/2020,21.7
3598,Manipur,NER,24.79997072,93.95001705,10/02/2020,2.7
3599,NER Meghalaya,NER,25.57049217,91.8800142,10/02/2020,6.1
3600,Mizoram,NER,23.71039899,92.72001461,10/02/2020,1.9
3601,Nagaland,NER,25.6669979,94.11657019,10/02/2020,2.2
3602,Tripura,NER,23.83540428,91.27999914,10/02/2020,3.4
3603,ALL INDIA TOTAL,,,,10/02/2020,3449.3
3604,Punjab,NR,31.51997398,75.98000281,11/02/2020,121.9
3605,Haryana,NR,28.45000633,77.01999101,11/02/2020,133.5
3606,Rajasthan,NR,26.44999921,74.63998124,11/02/2020,240.2
3607,Delhi,NR,28.6699929,77.23000403,11/02/2020,85.5
3608,NR UP,NR,27.59998069,78.05000565,11/02/2020,311.8
3609,Uttarakhand,NR,30.32040895,78.05000565,11/02/2020,39.3
3610,HP,NR,31.10002545,77.16659704,11/02/2020,30.1
3611,J&K,NR,33.45,76.24,11/02/2020,54.1
3612,Chandigarh,NR,30.71999697,76.78000565,11/02/2020,4.9
3613,Chhattisgarh,WR,22.09042035,82.15998734,11/02/2020,78.8
3614,Gujarat,WR,22.2587,71.1924,11/02/2020,316.7
3615,MP,WR,21.30039105,76.13001949,11/02/2020,253.6
3616,Maharashtra,WR,19.25023195,73.16017493,11/02/2020,419.6
3617,Goa,WR,15.491997,73.81800065,11/02/2020,13.7
3618,DNH,WR,20.26657819,73.0166178,11/02/2020,18.2
3619,Andhra Pradesh,SR,14.7504291,78.57002559,11/02/2020,170.1
3620,Telangana,SR,18.1124,79.0193,11/02/2020,204.5
3621,Karnataka,SR,12.57038129,76.91999711,11/02/2020,212.2
3622,Kerala,SR,8.900372741,76.56999263,11/02/2020,73.6
3623,Tamil Nadu,SR,12.92038576,79.15004187,11/02/2020,285.2
3624,Pondy,SR,11.93499371,79.83000037,11/02/2020,6.5
3625,Bihar,ER,25.78541445,87.4799727,11/02/2020,82.0
3626,Jharkhand,ER,23.80039349,86.41998572,11/02/2020,25.6
3627,Odisha,ER,19.82042971,85.90001746,11/02/2020,67.9
3628,West Bengal,ER,22.58039044,88.32994665,11/02/2020,110.2
3629,Sikkim,ER,27.3333303,88.6166475,11/02/2020,1.9
3630,Arunachal Pradesh,NER,27.10039878,93.61660071,11/02/2020,2.2
3631,Assam,NER,26.7499809,94.21666744,11/02/2020,23.4
3632,Manipur,NER,24.79997072,93.95001705,11/02/2020,2.4
3633,NER Meghalaya,NER,25.57049217,91.8800142,11/02/2020,6.5
3634,Mizoram,NER,23.71039899,92.72001461,11/02/2020,1.8
3635,Nagaland,NER,25.6669979,94.11657019,11/02/2020,2.2
3636,Tripura,NER,23.83540428,91.27999914,11/02/2020,3.6
3637,ALL INDIA TOTAL,,,,11/02/2020,3480.1
3638,Punjab,NR,31.51997398,75.98000281,12/02/2020,118.8
3639,Haryana,NR,28.45000633,77.01999101,12/02/2020,128.2
3640,Rajasthan,NR,26.44999921,74.63998124,12/02/2020,239.8
3641,Delhi,NR,28.6699929,77.23000403,12/02/2020,83.5
3642,NR UP,NR,27.59998069,78.05000565,12/02/2020,320.7
3643,Uttarakhand,NR,30.32040895,78.05000565,12/02/2020,38.1
3644,HP,NR,31.10002545,77.16659704,12/02/2020,30.1
3645,J&K,NR,33.45,76.24,12/02/2020,53.2
3646,Chandigarh,NR,30.71999697,76.78000565,12/02/2020,4.8
3647,Chhattisgarh,WR,22.09042035,82.15998734,12/02/2020,74.8
3648,Gujarat,WR,22.2587,71.1924,12/02/2020,301.9
3649,MP,WR,21.30039105,76.13001949,12/02/2020,239.3
3650,Maharashtra,WR,19.25023195,73.16017493,12/02/2020,395.8
3651,Goa,WR,15.491997,73.81800065,12/02/2020,12.6
3652,DNH,WR,20.26657819,73.0166178,12/02/2020,16.7
3653,Andhra Pradesh,SR,14.7504291,78.57002559,12/02/2020,165.2
3654,Telangana,SR,18.1124,79.0193,12/02/2020,201.2
3655,Karnataka,SR,12.57038129,76.91999711,12/02/2020,205.3
3656,Kerala,SR,8.900372741,76.56999263,12/02/2020,73.4
3657,Tamil Nadu,SR,12.92038576,79.15004187,12/02/2020,270.3
3658,Pondy,SR,11.93499371,79.83000037,12/02/2020,6.4
3659,Bihar,ER,25.78541445,87.4799727,12/02/2020,82.9
3660,Jharkhand,ER,23.80039349,86.41998572,12/02/2020,26.3
3661,Odisha,ER,19.82042971,85.90001746,12/02/2020,66.3
3662,West Bengal,ER,22.58039044,88.32994665,12/02/2020,106.8
3663,Sikkim,ER,27.3333303,88.6166475,12/02/2020,1.7
3664,Arunachal Pradesh,NER,27.10039878,93.61660071,12/02/2020,2.2
3665,Assam,NER,26.7499809,94.21666744,12/02/2020,21.7
3666,Manipur,NER,24.79997072,93.95001705,12/02/2020,2.4
3667,NER Meghalaya,NER,25.57049217,91.8800142,12/02/2020,6.3
3668,Mizoram,NER,23.71039899,92.72001461,12/02/2020,1.7
3669,Nagaland,NER,25.6669979,94.11657019,12/02/2020,2.2
3670,Tripura,NER,23.83540428,91.27999914,12/02/2020,3.5
3671,ALL INDIA TOTAL,,,,12/02/2020,3379.9
3672,Punjab,NR,31.51997398,75.98000281,13/02/2020,121.0
3673,Haryana,NR,28.45000633,77.01999101,13/02/2020,127.5
3674,Rajasthan,NR,26.44999921,74.63998124,13/02/2020,239.1
3675,Delhi,NR,28.6699929,77.23000403,13/02/2020,79.2
3676,NR UP,NR,27.59998069,78.05000565,13/02/2020,299.0
3677,Uttarakhand,NR,30.32040895,78.05000565,13/02/2020,39.2
3678,HP,NR,31.10002545,77.16659704,13/02/2020,30.2
3679,J&K,NR,33.45,76.24,13/02/2020,51.5
3680,Chandigarh,NR,30.71999697,76.78000565,13/02/2020,4.3
3681,Chhattisgarh,WR,22.09042035,82.15998734,13/02/2020,69.0
3682,Gujarat,WR,22.2587,71.1924,13/02/2020,313.2
3683,MP,WR,21.30039105,76.13001949,13/02/2020,228.2
3684,Maharashtra,WR,19.25023195,73.16017493,13/02/2020,411.1
3685,Goa,WR,15.491997,73.81800065,13/02/2020,13.0
3686,DNH,WR,20.26657819,73.0166178,13/02/2020,17.6
3687,Andhra Pradesh,SR,14.7504291,78.57002559,13/02/2020,167.4
3688,Telangana,SR,18.1124,79.0193,13/02/2020,201.7
3689,Karnataka,SR,12.57038129,76.91999711,13/02/2020,212.4
3690,Kerala,SR,8.900372741,76.56999263,13/02/2020,75.4
3691,Tamil Nadu,SR,12.92038576,79.15004187,13/02/2020,286.8
3692,Pondy,SR,11.93499371,79.83000037,13/02/2020,6.6
3693,Bihar,ER,25.78541445,87.4799727,13/02/2020,77.0
3694,Jharkhand,ER,23.80039349,86.41998572,13/02/2020,23.0
3695,Odisha,ER,19.82042971,85.90001746,13/02/2020,65.8
3696,West Bengal,ER,22.58039044,88.32994665,13/02/2020,107.0
3697,Sikkim,ER,27.3333303,88.6166475,13/02/2020,2.0
3698,Arunachal Pradesh,NER,27.10039878,93.61660071,13/02/2020,2.2
3699,Assam,NER,26.7499809,94.21666744,13/02/2020,22.5
3700,Manipur,NER,24.79997072,93.95001705,13/02/2020,2.7
3701,NER Meghalaya,NER,25.57049217,91.8800142,13/02/2020,5.7
3702,Mizoram,NER,23.71039899,92.72001461,13/02/2020,1.8
3703,Nagaland,NER,25.6669979,94.11657019,13/02/2020,2.3
3704,Tripura,NER,23.83540428,91.27999914,13/02/2020,3.5
3705,ALL INDIA TOTAL,,,,13/02/2020,3383.3
3706,Punjab,NR,31.51997398,75.98000281,14/02/2020,121.4
3707,Haryana,NR,28.45000633,77.01999101,14/02/2020,132.6
3708,Rajasthan,NR,26.44999921,74.63998124,14/02/2020,240.4
3709,Delhi,NR,28.6699929,77.23000403,14/02/2020,76.6
3710,NR UP,NR,27.59998069,78.05000565,14/02/2020,286.8
3711,Uttarakhand,NR,30.32040895,78.05000565,14/02/2020,39.2
3712,HP,NR,31.10002545,77.16659704,14/02/2020,31.0
3713,J&K,NR,33.45,76.24,14/02/2020,53.2
3714,Chandigarh,NR,30.71999697,76.78000565,14/02/2020,4.3
3715,Chhattisgarh,WR,22.09042035,82.15998734,14/02/2020,68.1
3716,Gujarat,WR,22.2587,71.1924,14/02/2020,320.7
3717,MP,WR,21.30039105,76.13001949,14/02/2020,227.4
3718,Maharashtra,WR,19.25023195,73.16017493,14/02/2020,408.6
3719,Goa,WR,15.491997,73.81800065,14/02/2020,12.9
3720,DNH,WR,20.26657819,73.0166178,14/02/2020,18.6
3721,Andhra Pradesh,SR,14.7504291,78.57002559,14/02/2020,171.2
3722,Telangana,SR,18.1124,79.0193,14/02/2020,194.9
3723,Karnataka,SR,12.57038129,76.91999711,14/02/2020,217.5
3724,Kerala,SR,8.900372741,76.56999263,14/02/2020,75.4
3725,Tamil Nadu,SR,12.92038576,79.15004187,14/02/2020,298.3
3726,Pondy,SR,11.93499371,79.83000037,14/02/2020,7.2
3727,Bihar,ER,25.78541445,87.4799727,14/02/2020,76.4
3728,Jharkhand,ER,23.80039349,86.41998572,14/02/2020,22.6
3729,Odisha,ER,19.82042971,85.90001746,14/02/2020,62.9
3730,West Bengal,ER,22.58039044,88.32994665,14/02/2020,106.4
3731,Sikkim,ER,27.3333303,88.6166475,14/02/2020,2.0
3732,Arunachal Pradesh,NER,27.10039878,93.61660071,14/02/2020,2.2
3733,Assam,NER,26.7499809,94.21666744,14/02/2020,21.7
3734,Manipur,NER,24.79997072,93.95001705,14/02/2020,2.7
3735,NER Meghalaya,NER,25.57049217,91.8800142,14/02/2020,6.2
3736,Mizoram,NER,23.71039899,92.72001461,14/02/2020,1.9
3737,Nagaland,NER,25.6669979,94.11657019,14/02/2020,2.3
3738,Tripura,NER,23.83540428,91.27999914,14/02/2020,3.3
3739,ALL INDIA TOTAL,,,,14/02/2020,3390.5
3740,Punjab,NR,31.51997398,75.98000281,15/02/2020,118.0
3741,Haryana,NR,28.45000633,77.01999101,15/02/2020,132.1
3742,Rajasthan,NR,26.44999921,74.63998124,15/02/2020,241.9
3743,Delhi,NR,28.6699929,77.23000403,15/02/2020,71.1
3744,NR UP,NR,27.59998069,78.05000565,15/02/2020,294.2
3745,Uttarakhand,NR,30.32040895,78.05000565,15/02/2020,40.1
3746,HP,NR,31.10002545,77.16659704,15/02/2020,30.1
3747,J&K,NR,33.45,76.24,15/02/2020,53.3
3748,Chandigarh,NR,30.71999697,76.78000565,15/02/2020,4.0
3749,Chhattisgarh,WR,22.09042035,82.15998734,15/02/2020,73.1
3750,Gujarat,WR,22.2587,71.1924,15/02/2020,319.4
3751,MP,WR,21.30039105,76.13001949,15/02/2020,230.3
3752,Maharashtra,WR,19.25023195,73.16017493,15/02/2020,408.1
3753,Goa,WR,15.491997,73.81800065,15/02/2020,12.7
3754,DNH,WR,20.26657819,73.0166178,15/02/2020,18.3
3755,Andhra Pradesh,SR,14.7504291,78.57002559,15/02/2020,166.4
3756,Telangana,SR,18.1124,79.0193,15/02/2020,191.9
3757,Karnataka,SR,12.57038129,76.91999711,15/02/2020,217.4
3758,Kerala,SR,8.900372741,76.56999263,15/02/2020,74.9
3759,Tamil Nadu,SR,12.92038576,79.15004187,15/02/2020,294.2
3760,Pondy,SR,11.93499371,79.83000037,15/02/2020,7.0
3761,Bihar,ER,25.78541445,87.4799727,15/02/2020,75.3
3762,Jharkhand,ER,23.80039349,86.41998572,15/02/2020,23.9
3763,Odisha,ER,19.82042971,85.90001746,15/02/2020,64.0
3764,West Bengal,ER,22.58039044,88.32994665,15/02/2020,109.3
3765,Sikkim,ER,27.3333303,88.6166475,15/02/2020,1.5
3766,Arunachal Pradesh,NER,27.10039878,93.61660071,15/02/2020,2.2
3767,Assam,NER,26.7499809,94.21666744,15/02/2020,21.4
3768,Manipur,NER,24.79997072,93.95001705,15/02/2020,2.5
3769,NER Meghalaya,NER,25.57049217,91.8800142,15/02/2020,6.1
3770,Mizoram,NER,23.71039899,92.72001461,15/02/2020,1.8
3771,Nagaland,NER,25.6669979,94.11657019,15/02/2020,2.3
3772,Tripura,NER,23.83540428,91.27999914,15/02/2020,3.3
3773,ALL INDIA TOTAL,,,,15/02/2020,3388.4
3774,Punjab,NR,31.51997398,75.98000281,16/02/2020,107.5
3775,Haryana,NR,28.45000633,77.01999101,16/02/2020,121.4
3776,Rajasthan,NR,26.44999921,74.63998124,16/02/2020,237.2
3777,Delhi,NR,28.6699929,77.23000403,16/02/2020,69.0
3778,NR UP,NR,27.59998069,78.05000565,16/02/2020,289.4
3779,Uttarakhand,NR,30.32040895,78.05000565,16/02/2020,37.0
3780,HP,NR,31.10002545,77.16659704,16/02/2020,29.2
3781,J&K,NR,33.45,76.24,16/02/2020,51.2
3782,Chandigarh,NR,30.71999697,76.78000565,16/02/2020,3.8
3783,Chhattisgarh,WR,22.09042035,82.15998734,16/02/2020,74.2
3784,Gujarat,WR,22.2587,71.1924,16/02/2020,307.9
3785,MP,WR,21.30039105,76.13001949,16/02/2020,228.8
3786,Maharashtra,WR,19.25023195,73.16017493,16/02/2020,398.2
3787,Goa,WR,15.491997,73.81800065,16/02/2020,10.9
3788,DNH,WR,20.26657819,73.0166178,16/02/2020,18.1
3789,Andhra Pradesh,SR,14.7504291,78.57002559,16/02/2020,160.8
3790,Telangana,SR,18.1124,79.0193,16/02/2020,190.8
3791,Karnataka,SR,12.57038129,76.91999711,16/02/2020,201.0
3792,Kerala,SR,8.900372741,76.56999263,16/02/2020,68.2
3793,Tamil Nadu,SR,12.92038576,79.15004187,16/02/2020,279.2
3794,Pondy,SR,11.93499371,79.83000037,16/02/2020,6.5
3795,Bihar,ER,25.78541445,87.4799727,16/02/2020,76.2
3796,Jharkhand,ER,23.80039349,86.41998572,16/02/2020,23.3
3797,Odisha,ER,19.82042971,85.90001746,16/02/2020,63.6
3798,West Bengal,ER,22.58039044,88.32994665,16/02/2020,102.9
3799,Sikkim,ER,27.3333303,88.6166475,16/02/2020,1.6
3800,Arunachal Pradesh,NER,27.10039878,93.61660071,16/02/2020,2.3
3801,Assam,NER,26.7499809,94.21666744,16/02/2020,20.7
3802,Manipur,NER,24.79997072,93.95001705,16/02/2020,2.6
3803,NER Meghalaya,NER,25.57049217,91.8800142,16/02/2020,6.2
3804,Mizoram,NER,23.71039899,92.72001461,16/02/2020,1.8
3805,Nagaland,NER,25.6669979,94.11657019,16/02/2020,2.1
3806,Tripura,NER,23.83540428,91.27999914,16/02/2020,3.3
3807,ALL INDIA TOTAL,,,,16/02/2020,3271.3
3808,Punjab,NR,31.51997398,75.98000281,17/02/2020,60.0
3809,Haryana,NR,28.45000633,77.01999101,17/02/2020,66.5
3810,Rajasthan,NR,26.44999921,74.63998124,17/02/2020,131.8
3811,Delhi,NR,28.6699929,77.23000403,17/02/2020,41.8
3812,NR UP,NR,27.59998069,78.05000565,17/02/2020,220.4
3813,Uttarakhand,NR,30.32040895,78.05000565,17/02/2020,16.8
3814,HP,NR,31.10002545,77.16659704,17/02/2020,12.7
3815,J&K,NR,33.45,76.24,17/02/2020,45.3
3816,Chandigarh,NR,30.71999697,76.78000565,17/02/2020,2.2
3817,Chhattisgarh,WR,22.09042035,82.15998734,17/02/2020,71.9
3818,Gujarat,WR,22.2587,71.1924,17/02/2020,203.5
3819,MP,WR,21.30039105,76.13001949,17/02/2020,150.4
3820,Maharashtra,WR,19.25023195,73.16017493,17/02/2020,348.4
3821,Goa,WR,15.491997,73.81800065,17/02/2020,6.9
3822,DNH,WR,20.26657819,73.0166178,17/02/2020,1.6
3823,Andhra Pradesh,SR,14.7504291,78.57002559,17/02/2020,160.4
3824,Telangana,SR,18.1124,79.0193,17/02/2020,206.5
3825,Karnataka,SR,12.57038129,76.91999711,17/02/2020,215.7
3826,Kerala,SR,8.900372741,76.56999263,17/02/2020,67.8
3827,Tamil Nadu,SR,12.92038576,79.15004187,17/02/2020,242.7
3828,Pondy,SR,11.93499371,79.83000037,17/02/2020,4.0
3829,Bihar,ER,25.78541445,87.4799727,17/02/2020,65.3
3830,Jharkhand,ER,23.80039349,86.41998572,17/02/2020,21.9
3831,Odisha,ER,19.82042971,85.90001746,17/02/2020,80.1
3832,West Bengal,ER,22.58039044,88.32994665,17/02/2020,125.7
3833,Sikkim,ER,27.3333303,88.6166475,17/02/2020,1.1
3834,Arunachal Pradesh,NER,27.10039878,93.61660071,17/02/2020,1.8
3835,Assam,NER,26.7499809,94.21666744,17/02/2020,20.0
3836,Manipur,NER,24.79997072,93.95001705,17/02/2020,2.4
3837,NER Meghalaya,NER,25.57049217,91.8800142,17/02/2020,3.4
3838,Mizoram,NER,23.71039899,92.72001461,17/02/2020,1.6
3839,Nagaland,NER,25.6669979,94.11657019,17/02/2020,1.9
3840,Tripura,NER,23.83540428,91.27999914,17/02/2020,3.4
3841,ALL INDIA TOTAL,,,,17/02/2020,2639.1
3842,Punjab,NR,31.51997398,75.98000281,18/02/2020,62.7
3843,Haryana,NR,28.45000633,77.01999101,18/02/2020,68.1
3844,Rajasthan,NR,26.44999921,74.63998124,18/02/2020,141.4
3845,Delhi,NR,28.6699929,77.23000403,18/02/2020,43.1
3846,NR UP,NR,27.59998069,78.05000565,18/02/2020,220.8
3847,Uttarakhand,NR,30.32040895,78.05000565,18/02/2020,17.3
3848,HP,NR,31.10002545,77.16659704,18/02/2020,12.5
3849,J&K,NR,33.45,76.24,18/02/2020,41.9
3850,Chandigarh,NR,30.71999697,76.78000565,18/02/2020,2.2
3851,Chhattisgarh,WR,22.09042035,82.15998734,18/02/2020,67.8
3852,Gujarat,WR,22.2587,71.1924,18/02/2020,212.0
3853,MP,WR,21.30039105,76.13001949,18/02/2020,155.6
3854,Maharashtra,WR,19.25023195,73.16017493,18/02/2020,345.2
3855,Goa,WR,15.491997,73.81800065,18/02/2020,6.7
3856,DNH,WR,20.26657819,73.0166178,18/02/2020,1.7
3857,Andhra Pradesh,SR,14.7504291,78.57002559,18/02/2020,162.7
3858,Telangana,SR,18.1124,79.0193,18/02/2020,203.2
3859,Karnataka,SR,12.57038129,76.91999711,18/02/2020,218.2
3860,Kerala,SR,8.900372741,76.56999263,18/02/2020,69.3
3861,Tamil Nadu,SR,12.92038576,79.15004187,18/02/2020,244.1
3862,Pondy,SR,11.93499371,79.83000037,18/02/2020,4.2
3863,Bihar,ER,25.78541445,87.4799727,18/02/2020,69.4
3864,Jharkhand,ER,23.80039349,86.41998572,18/02/2020,22.8
3865,Odisha,ER,19.82042971,85.90001746,18/02/2020,76.1
3866,West Bengal,ER,22.58039044,88.32994665,18/02/2020,126.1
3867,Sikkim,ER,27.3333303,88.6166475,18/02/2020,1.2
3868,Arunachal Pradesh,NER,27.10039878,93.61660071,18/02/2020,2.0
3869,Assam,NER,26.7499809,94.21666744,18/02/2020,20.5
3870,Manipur,NER,24.79997072,93.95001705,18/02/2020,2.5
3871,NER Meghalaya,NER,25.57049217,91.8800142,18/02/2020,3.4
3872,Mizoram,NER,23.71039899,92.72001461,18/02/2020,1.6
3873,Nagaland,NER,25.6669979,94.11657019,18/02/2020,2.1
3874,Tripura,NER,23.83540428,91.27999914,18/02/2020,3.9
3875,ALL INDIA TOTAL,,,,18/02/2020,2665.0
3876,Punjab,NR,31.51997398,75.98000281,19/02/2020,63.6
3877,Haryana,NR,28.45000633,77.01999101,19/02/2020,66.7
3878,Rajasthan,NR,26.44999921,74.63998124,19/02/2020,141.3
3879,Delhi,NR,28.6699929,77.23000403,19/02/2020,42.9
3880,NR UP,NR,27.59998069,78.05000565,19/02/2020,234.8
3881,Uttarakhand,NR,30.32040895,78.05000565,19/02/2020,17.8
3882,HP,NR,31.10002545,77.16659704,19/02/2020,13.0
3883,J&K,NR,33.45,76.24,19/02/2020,40.2
3884,Chandigarh,NR,30.71999697,76.78000565,19/02/2020,2.3
3885,Chhattisgarh,WR,22.09042035,82.15998734,19/02/2020,72.6
3886,Gujarat,WR,22.2587,71.1924,19/02/2020,217.1
3887,MP,WR,21.30039105,76.13001949,19/02/2020,158.9
3888,Maharashtra,WR,19.25023195,73.16017493,19/02/2020,344.3
3889,Goa,WR,15.491997,73.81800065,19/02/2020,7.1
3890,DNH,WR,20.26657819,73.0166178,19/02/2020,1.3
3891,Andhra Pradesh,SR,14.7504291,78.57002559,19/02/2020,164.2
3892,Telangana,SR,18.1124,79.0193,19/02/2020,204.8
3893,Karnataka,SR,12.57038129,76.91999711,19/02/2020,221.6
3894,Kerala,SR,8.900372741,76.56999263,19/02/2020,70.2
3895,Tamil Nadu,SR,12.92038576,79.15004187,19/02/2020,245.2
3896,Pondy,SR,11.93499371,79.83000037,19/02/2020,4.2
3897,Bihar,ER,25.78541445,87.4799727,19/02/2020,71.2
3898,Jharkhand,ER,23.80039349,86.41998572,19/02/2020,23.4
3899,Odisha,ER,19.82042971,85.90001746,19/02/2020,77.3
3900,West Bengal,ER,22.58039044,88.32994665,19/02/2020,128.0
3901,Sikkim,ER,27.3333303,88.6166475,19/02/2020,1.3
3902,Arunachal Pradesh,NER,27.10039878,93.61660071,19/02/2020,1.5
3903,Assam,NER,26.7499809,94.21666744,19/02/2020,20.9
3904,Manipur,NER,24.79997072,93.95001705,19/02/2020,2.4
3905,NER Meghalaya,NER,25.57049217,91.8800142,19/02/2020,3.4
3906,Mizoram,NER,23.71039899,92.72001461,19/02/2020,1.6
3907,Nagaland,NER,25.6669979,94.11657019,19/02/2020,2.0
3908,Tripura,NER,23.83540428,91.27999914,19/02/2020,3.9
3909,ALL INDIA TOTAL,,,,19/02/2020,2705.5
3910,Punjab,NR,31.51997398,75.98000281,20/02/2020,63.5
3911,Haryana,NR,28.45000633,77.01999101,20/02/2020,66.8
3912,Rajasthan,NR,26.44999921,74.63998124,20/02/2020,145.1
3913,Delhi,NR,28.6699929,77.23000403,20/02/2020,44.9
3914,NR UP,NR,27.59998069,78.05000565,20/02/2020,241.2
3915,Uttarakhand,NR,30.32040895,78.05000565,20/02/2020,18.2
3916,HP,NR,31.10002545,77.16659704,20/02/2020,12.6
3917,J&K,NR,33.45,76.24,20/02/2020,43.5
3918,Chandigarh,NR,30.71999697,76.78000565,20/02/2020,2.2
3919,Chhattisgarh,WR,22.09042035,82.15998734,20/02/2020,73.4
3920,Gujarat,WR,22.2587,71.1924,20/02/2020,221.5
3921,MP,WR,21.30039105,76.13001949,20/02/2020,162.7
