sr_no,States,Regions,latitude,longitude,Dates,Usage,Date
359,Tamil Nadu,SR,12.92038576,79.15004187,7/11/19,227.2,11/7/19
360,Pondy,SR,11.93499371,79.83000037,7/11/19,5.2,11/7/19
361,Bihar,ER,25.78541445,87.4799727,7/11/19,77.1,11/7/19
362,Jharkhand,ER,23.80039349,86.41998572,7/11/19,25.4,11/7/19
363,Odisha,ER,19.82042971,85.90001746,7/11/19,65.6,11/7/19
364,West Bengal,ER,22.58039044,88.32994665,7/11/19,113.8,11/7/19
365,Sikkim,ER,27.3333303,88.6166475,7/11/19,1.9,11/7/19
366,Arunachal Pradesh,NER,27.10039878,93.61660071,7/11/19,2.3,11/7/19
367,Assam,NER,26.7499809,94.21666744,7/11/19,20.9,11/7/19
368,Manipur,NER,24.79997072,93.95001705,7/11/19,3.2,11/7/19
369,NER Meghalaya,NER,25.57049217,91.8800142,7/11/19,6.1,11/7/19
370,Mizoram,NER,23.71039899,92.72001461,7/11/19,1.6,11/7/19
371,Nagaland,NER,25.6669979,94.11657019,7/11/19,2.2,11/7/19
372,Tripura,NER,23.83540428,91.27999914,7/11/19,3.7,11/7/19
373,ALL INDIA TOTAL,,,,7/11/19,3265.2,11/7/19
374,Punjab,NR,31.51997398,75.98000281,8/11/19,111.6,11/8/19
375,Haryana,NR,28.45000633,77.01999101,8/11/19,125.3,11/8/19
376,Rajasthan,NR,26.44999921,74.63998124,8/11/19,228.1,11/8/19
377,Delhi,NR,28.6699929,77.23000403,8/11/19,77.3,11/8/19
378,NR UP,NR,27.59998069,78.05000565,8/11/19,260.9,11/8/19
379,Uttarakhand,NR,30.32040895,78.05000565,8/11/19,39.1,11/8/19
380,HP,NR,31.10002545,77.16659704,8/11/19,31.1,11/8/19
381,J&K,NR,33.45,76.24,8/11/19,49.6,11/8/19
382,Chandigarh,NR,30.71999697,76.78000565,8/11/19,4.6,11/8/19
383,Chhattisgarh,WR,22.09042035,82.15998734,8/11/19,79.3,11/8/19
384,Gujarat,WR,22.2587,71.1924,8/11/19,322.9,11/8/19
385,MP,WR,21.30039105,76.13001949,8/11/19,225,11/8/19
386,Maharashtra,WR,19.25023195,73.16017493,8/11/19,431.4,11/8/19
387,Goa,WR,15.491997,73.81800065,8/11/19,9.5,11/8/19
388,DNH,WR,20.26657819,73.0166178,8/11/19,18,11/8/19
389,Andhra Pradesh,SR,14.7504291,78.57002559,8/11/19,167.5,11/8/19
390,Telangana,SR,18.1124,79.0193,8/11/19,209.8,11/8/19
391,Karnataka,SR,12.57038129,76.91999711,8/11/19,233,11/8/19
392,Kerala,SR,8.900372741,76.56999263,8/11/19,71.4,11/8/19
393,Tamil Nadu,SR,12.92038576,79.15004187,8/11/19,246.6,11/8/19
394,Pondy,SR,11.93499371,79.83000037,8/11/19,5.4,11/8/19
395,Bihar,ER,25.78541445,87.4799727,8/11/19,74.2,11/8/19
396,Jharkhand,ER,23.80039349,86.41998572,8/11/19,25.2,11/8/19
397,Odisha,ER,19.82042971,85.90001746,8/11/19,67.9,11/8/19
398,West Bengal,ER,22.58039044,88.32994665,8/11/19,115,11/8/19
399,Sikkim,ER,27.3333303,88.6166475,8/11/19,2,11/8/19
400,Arunachal Pradesh,NER,27.10039878,93.61660071,8/11/19,2.2,11/8/19
401,Assam,NER,26.7499809,94.21666744,8/11/19,22,11/8/19
402,Manipur,NER,24.79997072,93.95001705,8/11/19,2.8,11/8/19
403,NER Meghalaya,NER,25.57049217,91.8800142,8/11/19,6,11/8/19
404,Mizoram,NER,23.71039899,92.72001461,8/11/19,1.6,11/8/19
405,Nagaland,NER,25.6669979,94.11657019,8/11/19,2.3,11/8/19
406,Tripura,NER,23.83540428,91.27999914,8/11/19,3.6,11/8/19
407,ALL INDIA TOTAL,,,,8/11/19,3348.5,11/8/19
408,Punjab,NR,31.51997398,75.98000281,9/11/19,110.4,11/9/19
409,Haryana,NR,28.45000633,77.01999101,9/11/19,126.1,11/9/19
410,Rajasthan,NR,26.44999921,74.63998124,9/11/19,230.2,11/9/19
411,Delhi,NR,28.6699929,77.23000403,9/11/19,73.3,11/9/19
412,NR UP,NR,27.59998069,78.05000565,9/11/19,279.8,11/9/19
413,Uttarakhand,NR,30.32040895,78.05000565,9/11/19,39.6,11/9/19
414,HP,NR,31.10002545,77.16659704,9/11/19,31.3,11/9/19
415,J&K,NR,33.45,76.24,9/11/19,49.9,11/9/19
416,Chandigarh,NR,30.71999697,76.78000565,9/11/19,4.3,11/9/19
417,Chhattisgarh,WR,22.09042035,82.15998734,9/11/19,72.5,11/9/19
418,Gujarat,WR,22.2587,71.1924,9/11/19,322.1,11/9/19
419,MP,WR,21.30039105,76.13001949,9/11/19,230.2,11/9/19
420,Maharashtra,WR,19.25023195,73.16017493,9/11/19,431.8,11/9/19
421,Goa,WR,15.491997,73.81800065,9/11/19,9.3,11/9/19
422,DNH,WR,20.26657819,73.0166178,9/11/19,18.1,11/9/19
423,Andhra Pradesh,SR,14.7504291,78.57002559,9/11/19,169.5,11/9/19
424,Telangana,SR,18.1124,79.0193,9/11/19,209.8,11/9/19
425,Karnataka,SR,12.57038129,76.91999711,9/11/19,228.3,11/9/19
426,Kerala,SR,8.900372741,76.56999263,9/11/19,72.3,11/9/19
427,Tamil Nadu,SR,12.92038576,79.15004187,9/11/19,262.1,11/9/19
428,Pondy,SR,11.93499371,79.83000037,9/11/19,6.1,11/9/19
429,Bihar,ER,25.78541445,87.4799727,9/11/19,73,11/9/19
430,Jharkhand,ER,23.80039349,86.41998572,9/11/19,24.3,11/9/19
431,Odisha,ER,19.82042971,85.90001746,9/11/19,68.4,11/9/19
432,West Bengal,ER,22.58039044,88.32994665,9/11/19,116,11/9/19
433,Sikkim,ER,27.3333303,88.6166475,9/11/19,1.2,11/9/19
434,Arunachal Pradesh,NER,27.10039878,93.61660071,9/11/19,2.2,11/9/19
435,Assam,NER,26.7499809,94.21666744,9/11/19,22.6,11/9/19
436,Manipur,NER,24.79997072,93.95001705,9/11/19,2.6,11/9/19
437,NER Meghalaya,NER,25.57049217,91.8800142,9/11/19,6.1,11/9/19
438,Mizoram,NER,23.71039899,92.72001461,9/11/19,1.6,11/9/19
439,Nagaland,NER,25.6669979,94.11657019,9/11/19,2.3,11/9/19
440,Tripura,NER,23.83540428,91.27999914,9/11/19,3.5,11/9/19
441,ALL INDIA TOTAL,,,,9/11/19,3377.5,11/9/19
442,Punjab,NR,31.51997398,75.98000281,10/11/19,104.6,11/10/19
443,Haryana,NR,28.45000633,77.01999101,10/11/19,115.6,11/10/19
444,Rajasthan,NR,26.44999921,74.63998124,10/11/19,228.2,11/10/19
445,Delhi,NR,28.6699929,77.23000403,10/11/19,71.7,11/10/19
446,NR UP,NR,27.59998069,78.05000565,10/11/19,271.3,11/10/19
447,Uttarakhand,NR,30.32040895,78.05000565,10/11/19,36.7,11/10/19
448,HP,NR,31.10002545,77.16659704,10/11/19,28.7,11/10/19
449,J&K,NR,33.45,76.24,10/11/19,50,11/10/19
450,Chandigarh,NR,30.71999697,76.78000565,10/11/19,3.9,11/10/19
451,Chhattisgarh,WR,22.09042035,82.15998734,10/11/19,78.7,11/10/19
452,Gujarat,WR,22.2587,71.1924,10/11/19,313.5,11/10/19
453,MP,WR,21.30039105,76.13001949,10/11/19,229.3,11/10/19
454,Maharashtra,WR,19.25023195,73.16017493,10/11/19,426.8,11/10/19
455,Goa,WR,15.491997,73.81800065,10/11/19,8.7,11/10/19
456,DNH,WR,20.26657819,73.0166178,10/11/19,18.1,11/10/19
457,Andhra Pradesh,SR,14.7504291,78.57002559,10/11/19,170.2,11/10/19
458,Telangana,SR,18.1124,79.0193,10/11/19,208.6,11/10/19
459,Karnataka,SR,12.57038129,76.91999711,10/11/19,192.3,11/10/19
460,Kerala,SR,8.900372741,76.56999263,10/11/19,67.8,11/10/19
461,Tamil Nadu,SR,12.92038576,79.15004187,10/11/19,246.7,11/10/19
462,Pondy,SR,11.93499371,79.83000037,10/11/19,6,11/10/19
463,Bihar,ER,25.78541445,87.4799727,10/11/19,75,11/10/19
464,Jharkhand,ER,23.80039349,86.41998572,10/11/19,24,11/10/19
465,Odisha,ER,19.82042971,85.90001746,10/11/19,68.4,11/10/19
466,West Bengal,ER,22.58039044,88.32994665,10/11/19,107.4,11/10/19
467,Sikkim,ER,27.3333303,88.6166475,10/11/19,1.6,11/10/19
468,Arunachal Pradesh,NER,27.10039878,93.61660071,10/11/19,2.2,11/10/19
469,Assam,NER,26.7499809,94.21666744,10/11/19,22.7,11/10/19
470,Manipur,NER,24.79997072,93.95001705,10/11/19,2.6,11/10/19
471,NER Meghalaya,NER,25.57049217,91.8800142,10/11/19,6.1,11/10/19
472,Mizoram,NER,23.71039899,92.72001461,10/11/19,1.6,11/10/19
473,Nagaland,NER,25.6669979,94.11657019,10/11/19,2.2,11/10/19
474,Tripura,NER,23.83540428,91.27999914,10/11/19,3.4,11/10/19
475,ALL INDIA TOTAL,,,,10/11/19,3270.5,11/10/19
476,Punjab,NR,31.51997398,75.98000281,11/11/19,78.2,11/11/19
477,Haryana,NR,28.45000633,77.01999101,11/11/19,79.7,11/11/19
478,Rajasthan,NR,26.44999921,74.63998124,11/11/19,159.5,11/11/19
479,Delhi,NR,28.6699929,77.23000403,11/11/19,52.4,11/11/19
480,NR UP,NR,27.59998069,78.05000565,11/11/19,271,11/11/19
481,Uttarakhand,NR,30.32040895,78.05000565,11/11/19,20.1,11/11/19
482,HP,NR,31.10002545,77.16659704,11/11/19,12.1,11/11/19
483,J&K,NR,33.45,76.24,11/11/19,40.7,11/11/19
484,Chandigarh,NR,30.71999697,76.78000565,11/11/19,2.4,11/11/19
485,Chhattisgarh,WR,22.09042035,82.15998734,11/11/19,78.2,11/11/19
486,Gujarat,WR,22.2587,71.1924,11/11/19,249.5,11/11/19
487,MP,WR,21.30039105,76.13001949,11/11/19,177.2,11/11/19
488,Maharashtra,WR,19.25023195,73.16017493,11/11/19,392.2,11/11/19
489,Goa,WR,15.491997,73.81800065,11/11/19,7.1,11/11/19
490,DNH,WR,20.26657819,73.0166178,11/11/19,2.2,11/11/19
491,Andhra Pradesh,SR,14.7504291,78.57002559,11/11/19,154.9,11/11/19
492,Telangana,SR,18.1124,79.0193,11/11/19,167.8,11/11/19
493,Karnataka,SR,12.57038129,76.91999711,11/11/19,198.4,11/11/19
494,Kerala,SR,8.900372741,76.56999263,11/11/19,67.9,11/11/19
495,Tamil Nadu,SR,12.92038576,79.15004187,11/11/19,228.2,11/11/19
496,Pondy,SR,11.93499371,79.83000037,11/11/19,4.5,11/11/19
497,Bihar,ER,25.78541445,87.4799727,11/11/19,82.8,11/11/19
498,Jharkhand,ER,23.80039349,86.41998572,11/11/19,22.7,11/11/19
499,Odisha,ER,19.82042971,85.90001746,11/11/19,72.8,11/11/19
500,West Bengal,ER,22.58039044,88.32994665,11/11/19,130.3,11/11/19
501,Sikkim,ER,27.3333303,88.6166475,11/11/19,0.9,11/11/19
502,Arunachal Pradesh,NER,27.10039878,93.61660071,11/11/19,1.5,11/11/19
503,Assam,NER,26.7499809,94.21666744,11/11/19,19.2,11/11/19
504,Manipur,NER,24.79997072,93.95001705,11/11/19,2.1,11/11/19
505,NER Meghalaya,NER,25.57049217,91.8800142,11/11/19,3.9,11/11/19
506,Mizoram,NER,23.71039899,92.72001461,11/11/19,1.5,11/11/19
507,Nagaland,NER,25.6669979,94.11657019,11/11/19,2.3,11/11/19
508,Tripura,NER,23.83540428,91.27999914,11/11/19,3.1,11/11/19
509,ALL INDIA TOTAL,,,,11/11/19,2818.9,11/11/19
510,Punjab,NR,31.51997398,75.98000281,12/11/19,82,11/12/19
511,Haryana,NR,28.45000633,77.01999101,12/11/19,83.4,11/12/19
512,Rajasthan,NR,26.44999921,74.63998124,12/11/19,162.7,11/12/19
513,Delhi,NR,28.6699929,77.23000403,12/11/19,56.4,11/12/19
514,NR UP,NR,27.59998069,78.05000565,12/11/19,282.3,11/12/19
515,Uttarakhand,NR,30.32040895,78.05000565,12/11/19,21.3,11/12/19
516,HP,NR,31.10002545,77.16659704,12/11/19,13.1,11/12/19
517,J&K,NR,33.45,76.24,12/11/19,40.4,11/12/19
518,Chandigarh,NR,30.71999697,76.78000565,12/11/19,2.6,11/12/19
519,Chhattisgarh,WR,22.09042035,82.15998734,12/11/19,78.3,11/12/19
520,Gujarat,WR,22.2587,71.1924,12/11/19,260.7,11/12/19
521,MP,WR,21.30039105,76.13001949,12/11/19,179.9,11/12/19
522,Maharashtra,WR,19.25023195,73.16017493,12/11/19,391.7,11/12/19
523,Goa,WR,15.491997,73.81800065,12/11/19,7.7,11/12/19
524,DNH,WR,20.26657819,73.0166178,12/11/19,2.4,11/12/19
525,Andhra Pradesh,SR,14.7504291,78.57002559,12/11/19,158.7,11/12/19
526,Telangana,SR,18.1124,79.0193,12/11/19,164.6,11/12/19
527,Karnataka,SR,12.57038129,76.91999711,12/11/19,206.6,11/12/19
528,Kerala,SR,8.900372741,76.56999263,12/11/19,70.8,11/12/19
529,Tamil Nadu,SR,12.92038576,79.15004187,12/11/19,239.1,11/12/19
530,Pondy,SR,11.93499371,79.83000037,12/11/19,4.7,11/12/19
531,Bihar,ER,25.78541445,87.4799727,12/11/19,88.8,11/12/19
532,Jharkhand,ER,23.80039349,86.41998572,12/11/19,24.8,11/12/19
533,Odisha,ER,19.82042971,85.90001746,12/11/19,74.8,11/12/19
534,West Bengal,ER,22.58039044,88.32994665,12/11/19,143.3,11/12/19
535,Sikkim,ER,27.3333303,88.6166475,12/11/19,1.2,11/12/19
536,Arunachal Pradesh,NER,27.10039878,93.61660071,12/11/19,1.6,11/12/19
537,Assam,NER,26.7499809,94.21666744,12/11/19,21.7,11/12/19
538,Manipur,NER,24.79997072,93.95001705,12/11/19,2,11/12/19
539,NER Meghalaya,NER,25.57049217,91.8800142,12/11/19,4.2,11/12/19
540,Mizoram,NER,23.71039899,92.72001461,12/11/19,1.6,11/12/19
541,Nagaland,NER,25.6669979,94.11657019,12/11/19,2.3,11/12/19
542,Tripura,NER,23.83540428,91.27999914,12/11/19,4,11/12/19
543,ALL INDIA TOTAL,,,,12/11/19,2913,11/12/19
544,Punjab,NR,31.51997398,75.98000281,13/11/2019,88.1,11/13/19
545,Haryana,NR,28.45000633,77.01999101,13/11/2019,88.5,11/13/19
546,Rajasthan,NR,26.44999921,74.63998124,13/11/2019,168.6,11/13/19
547,Delhi,NR,28.6699929,77.23000403,13/11/2019,60.8,11/13/19
548,NR UP,NR,27.59998069,78.05000565,13/11/2019,290,11/13/19
549,Uttarakhand,NR,30.32040895,78.05000565,13/11/2019,21.1,11/13/19
550,HP,NR,31.10002545,77.16659704,13/11/2019,12.8,11/13/19
551,J&K,NR,33.45,76.24,13/11/2019,43.2,11/13/19
552,Chandigarh,NR,30.71999697,76.78000565,13/11/2019,2.7,11/13/19
553,Chhattisgarh,WR,22.09042035,82.15998734,13/11/2019,78.9,11/13/19
554,Gujarat,WR,22.2587,71.1924,13/11/2019,263.5,11/13/19
555,MP,WR,21.30039105,76.13001949,13/11/2019,180.8,11/13/19
556,Maharashtra,WR,19.25023195,73.16017493,13/11/2019,392.2,11/13/19
557,Goa,WR,15.491997,73.81800065,13/11/2019,7.7,11/13/19
558,DNH,WR,20.26657819,73.0166178,13/11/2019,2.4,11/13/19
559,Andhra Pradesh,SR,14.7504291,78.57002559,13/11/2019,160.9,11/13/19
560,Telangana,SR,18.1124,79.0193,13/11/2019,167.4,11/13/19
561,Karnataka,SR,12.57038129,76.91999711,13/11/2019,208.4,11/13/19
562,Kerala,SR,8.900372741,76.56999263,13/11/2019,70.8,11/13/19
563,Tamil Nadu,SR,12.92038576,79.15004187,13/11/2019,243.8,11/13/19
564,Pondy,SR,11.93499371,79.83000037,13/11/2019,4.8,11/13/19
565,Bihar,ER,25.78541445,87.4799727,13/11/2019,91.6,11/13/19
566,Jharkhand,ER,23.80039349,86.41998572,13/11/2019,23.5,11/13/19
567,Odisha,ER,19.82042971,85.90001746,13/11/2019,78.5,11/13/19
568,West Bengal,ER,22.58039044,88.32994665,13/11/2019,151.4,11/13/19
569,Sikkim,ER,27.3333303,88.6166475,13/11/2019,1.2,11/13/19
570,Arunachal Pradesh,NER,27.10039878,93.61660071,13/11/2019,1.7,11/13/19
571,Assam,NER,26.7499809,94.21666744,13/11/2019,21.3,11/13/19
572,Manipur,NER,24.79997072,93.95001705,13/11/2019,2.4,11/13/19
573,NER Meghalaya,NER,25.57049217,91.8800142,13/11/2019,4.2,11/13/19
574,Mizoram,NER,23.71039899,92.72001461,13/11/2019,1.7,11/13/19
575,Nagaland,NER,25.6669979,94.11657019,13/11/2019,2.2,11/13/19
576,Tripura,NER,23.83540428,91.27999914,13/11/2019,4.3,11/13/19
577,ALL INDIA TOTAL,,,,13/11/2019,2976.5,11/13/19
578,Punjab,NR,31.51997398,75.98000281,14/11/2019,84.5,11/14/19
579,Haryana,NR,28.45000633,77.01999101,14/11/2019,91.5,11/14/19
580,Rajasthan,NR,26.44999921,74.63998124,14/11/2019,170.4,11/14/19
581,Delhi,NR,28.6699929,77.23000403,14/11/2019,62.8,11/14/19
582,NR UP,NR,27.59998069,78.05000565,14/11/2019,289,11/14/19
583,Uttarakhand,NR,30.32040895,78.05000565,14/11/2019,22.1,11/14/19
584,HP,NR,31.10002545,77.16659704,14/11/2019,13.3,11/14/19
585,J&K,NR,33.45,76.24,14/11/2019,40.7,11/14/19
586,Chandigarh,NR,30.71999697,76.78000565,14/11/2019,2.9,11/14/19
587,Chhattisgarh,WR,22.09042035,82.15998734,14/11/2019,77.5,11/14/19
588,Gujarat,WR,22.2587,71.1924,14/11/2019,261.7,11/14/19
589,MP,WR,21.30039105,76.13001949,14/11/2019,180.7,11/14/19
590,Maharashtra,WR,19.25023195,73.16017493,14/11/2019,395,11/14/19
591,Goa,WR,15.491997,73.81800065,14/11/2019,7.9,11/14/19
592,DNH,WR,20.26657819,73.0166178,14/11/2019,2.4,11/14/19
593,Andhra Pradesh,SR,14.7504291,78.57002559,14/11/2019,163,11/14/19
594,Telangana,SR,18.1124,79.0193,14/11/2019,159.7,11/14/19
595,Karnataka,SR,12.57038129,76.91999711,14/11/2019,217,11/14/19
596,Kerala,SR,8.900372741,76.56999263,14/11/2019,70.6,11/14/19
597,Tamil Nadu,SR,12.92038576,79.15004187,14/11/2019,248.2,11/14/19
598,Pondy,SR,11.93499371,79.83000037,14/11/2019,4.9,11/14/19
599,Bihar,ER,25.78541445,87.4799727,14/11/2019,70.3,11/14/19
600,Jharkhand,ER,23.80039349,86.41998572,14/11/2019,21.8,11/14/19
601,Odisha,ER,19.82042971,85.90001746,14/11/2019,77.8,11/14/19
602,West Bengal,ER,22.58039044,88.32994665,14/11/2019,137.6,11/14/19
603,Sikkim,ER,27.3333303,88.6166475,14/11/2019,1.3,11/14/19
604,Arunachal Pradesh,NER,27.10039878,93.61660071,14/11/2019,1.2,11/14/19
605,Assam,NER,26.7499809,94.21666744,14/11/2019,16.4,11/14/19
606,Manipur,NER,24.79997072,93.95001705,14/11/2019,1.9,11/14/19
607,NER Meghalaya,NER,25.57049217,91.8800142,14/11/2019,3.6,11/14/19
608,Mizoram,NER,23.71039899,92.72001461,14/11/2019,1.3,11/14/19
609,Nagaland,NER,25.6669979,94.11657019,14/11/2019,1.7,11/14/19
610,Tripura,NER,23.83540428,91.27999914,14/11/2019,3.4,11/14/19
611,ALL INDIA TOTAL,,,,14/11/2019,2938.6,11/14/19
612,Punjab,NR,31.51997398,75.98000281,15/11/2019,85.4,11/15/19
613,Haryana,NR,28.45000633,77.01999101,15/11/2019,91.8,11/15/19
614,Rajasthan,NR,26.44999921,74.63998124,15/11/2019,169.7,11/15/19
615,Delhi,NR,28.6699929,77.23000403,15/11/2019,63,11/15/19
616,NR UP,NR,27.59998069,78.05000565,15/11/2019,293.3,11/15/19
617,Uttarakhand,NR,30.32040895,78.05000565,15/11/2019,22.5,11/15/19
618,HP,NR,31.10002545,77.16659704,15/11/2019,14,11/15/19
619,J&K,NR,33.45,76.24,15/11/2019,42.9,11/15/19
620,Chandigarh,NR,30.71999697,76.78000565,15/11/2019,3,11/15/19
621,Chhattisgarh,WR,22.09042035,82.15998734,15/11/2019,78.3,11/15/19
622,Gujarat,WR,22.2587,71.1924,15/11/2019,264.5,11/15/19
623,MP,WR,21.30039105,76.13001949,15/11/2019,182.2,11/15/19
624,Maharashtra,WR,19.25023195,73.16017493,15/11/2019,402.2,11/15/19
625,Goa,WR,15.491997,73.81800065,15/11/2019,8.2,11/15/19
626,DNH,WR,20.26657819,73.0166178,15/11/2019,2.5,11/15/19
627,Andhra Pradesh,SR,14.7504291,78.57002559,15/11/2019,165,11/15/19
628,Telangana,SR,18.1124,79.0193,15/11/2019,157.8,11/15/19
629,Karnataka,SR,12.57038129,76.91999711,15/11/2019,219.8,11/15/19
630,Kerala,SR,8.900372741,76.56999263,15/11/2019,69.5,11/15/19
631,Tamil Nadu,SR,12.92038576,79.15004187,15/11/2019,252.5,11/15/19
632,Pondy,SR,11.93499371,79.83000037,15/11/2019,5.1,11/15/19
633,Bihar,ER,25.78541445,87.4799727,15/11/2019,82.7,11/15/19
634,Jharkhand,ER,23.80039349,86.41998572,15/11/2019,23.5,11/15/19
635,Odisha,ER,19.82042971,85.90001746,15/11/2019,76.2,11/15/19
636,West Bengal,ER,22.58039044,88.32994665,15/11/2019,127.2,11/15/19
637,Sikkim,ER,27.3333303,88.6166475,15/11/2019,1.2,11/15/19
638,Arunachal Pradesh,NER,27.10039878,93.61660071,15/11/2019,1.3,11/15/19
639,Assam,NER,26.7499809,94.21666744,15/11/2019,15.9,11/15/19
640,Manipur,NER,24.79997072,93.95001705,15/11/2019,1.8,11/15/19
641,NER Meghalaya,NER,25.57049217,91.8800142,15/11/2019,3.7,11/15/19
642,Mizoram,NER,23.71039899,92.72001461,15/11/2019,1.6,11/15/19
643,Nagaland,NER,25.6669979,94.11657019,15/11/2019,1.9,11/15/19
644,Tripura,NER,23.83540428,91.27999914,15/11/2019,3.2,11/15/19
645,ALL INDIA TOTAL,,,,15/11/2019,2968.3,11/15/19
646,Punjab,NR,31.51997398,75.98000281,16/11/2019,83.3,11/16/19
647,Haryana,NR,28.45000633,77.01999101,16/11/2019,89.2,11/16/19
648,Rajasthan,NR,26.44999921,74.63998124,16/11/2019,169.2,11/16/19
649,Delhi,NR,28.6699929,77.23000403,16/11/2019,65.2,11/16/19
650,NR UP,NR,27.59998069,78.05000565,16/11/2019,290,11/16/19
651,Uttarakhand,NR,30.32040895,78.05000565,16/11/2019,22.9,11/16/19
652,HP,NR,31.10002545,77.16659704,16/11/2019,14.1,11/16/19
653,J&K,NR,33.45,76.24,16/11/2019,39.7,11/16/19
654,Chandigarh,NR,30.71999697,76.78000565,16/11/2019,2.9,11/16/19
655,Chhattisgarh,WR,22.09042035,82.15998734,16/11/2019,83.4,11/16/19
656,Gujarat,WR,22.2587,71.1924,16/11/2019,269,11/16/19
657,MP,WR,21.30039105,76.13001949,16/11/2019,188.7,11/16/19
658,Maharashtra,WR,19.25023195,73.16017493,16/11/2019,401.9,11/16/19
659,Goa,WR,15.491997,73.81800065,16/11/2019,8.1,11/16/19
660,DNH,WR,20.26657819,73.0166178,16/11/2019,2.6,11/16/19
661,Andhra Pradesh,SR,14.7504291,78.57002559,16/11/2019,166.6,11/16/19
662,Telangana,SR,18.1124,79.0193,16/11/2019,157.7,11/16/19
663,Karnataka,SR,12.57038129,76.91999711,16/11/2019,219,11/16/19
664,Kerala,SR,8.900372741,76.56999263,16/11/2019,71,11/16/19
665,Tamil Nadu,SR,12.92038576,79.15004187,16/11/2019,254.9,11/16/19
666,Pondy,SR,11.93499371,79.83000037,16/11/2019,5.2,11/16/19
667,Bihar,ER,25.78541445,87.4799727,16/11/2019,82.9,11/16/19
668,Jharkhand,ER,23.80039349,86.41998572,16/11/2019,24.6,11/16/19
669,Odisha,ER,19.82042971,85.90001746,16/11/2019,77.9,11/16/19
670,West Bengal,ER,22.58039044,88.32994665,16/11/2019,130.9,11/16/19
671,Sikkim,ER,27.3333303,88.6166475,16/11/2019,1.2,11/16/19
672,Arunachal Pradesh,NER,27.10039878,93.61660071,16/11/2019,1.4,11/16/19
673,Assam,NER,26.7499809,94.21666744,16/11/2019,15.2,11/16/19
674,Manipur,NER,24.79997072,93.95001705,16/11/2019,1.9,11/16/19
675,NER Meghalaya,NER,25.57049217,91.8800142,16/11/2019,3.6,11/16/19
676,Mizoram,NER,23.71039899,92.72001461,16/11/2019,1.6,11/16/19
677,Nagaland,NER,25.6669979,94.11657019,16/11/2019,2,11/16/19
678,Tripura,NER,23.83540428,91.27999914,16/11/2019,3.2,11/16/19
679,ALL INDIA TOTAL,,,,16/11/2019,2985.2,11/16/19
680,Punjab,NR,31.51997398,75.98000281,17/11/2019,67.8,11/17/19
681,Haryana,NR,28.45000633,77.01999101,17/11/2019,83.5,11/17/19
682,Rajasthan,NR,26.44999921,74.63998124,17/11/2019,170.4,11/17/19
683,Delhi,NR,28.6699929,77.23000403,17/11/2019,62.1,11/17/19
684,NR UP,NR,27.59998069,78.05000565,17/11/2019,280.4,11/17/19
685,Uttarakhand,NR,30.32040895,78.05000565,17/11/2019,21.6,11/17/19
686,HP,NR,31.10002545,77.16659704,17/11/2019,11.8,11/17/19
687,J&K,NR,33.45,76.24,17/11/2019,42.4,11/17/19
688,Chandigarh,NR,30.71999697,76.78000565,17/11/2019,2.6,11/17/19
689,Chhattisgarh,WR,22.09042035,82.15998734,17/11/2019,79.5,11/17/19
690,Gujarat,WR,22.2587,71.1924,17/11/2019,263.7,11/17/19
691,MP,WR,21.30039105,76.13001949,17/11/2019,182.1,11/17/19
692,Maharashtra,WR,19.25023195,73.16017493,17/11/2019,400.2,11/17/19
693,Goa,WR,15.491997,73.81800065,17/11/2019,8.1,11/17/19
694,DNH,WR,20.26657819,73.0166178,17/11/2019,2.7,11/17/19
695,Andhra Pradesh,SR,14.7504291,78.57002559,17/11/2019,171,11/17/19
696,Telangana,SR,18.1124,79.0193,17/11/2019,152.7,11/17/19
697,Karnataka,SR,12.57038129,76.91999711,17/11/2019,204.4,11/17/19
698,Kerala,SR,8.900372741,76.56999263,17/11/2019,72.1,11/17/19
699,Tamil Nadu,SR,12.92038576,79.15004187,17/11/2019,259,11/17/19
700,Pondy,SR,11.93499371,79.83000037,17/11/2019,5.5,11/17/19
701,Bihar,ER,25.78541445,87.4799727,17/11/2019,81,11/17/19
702,Jharkhand,ER,23.80039349,86.41998572,17/11/2019,24.4,11/17/19
703,Odisha,ER,19.82042971,85.90001746,17/11/2019,69.4,11/17/19
704,West Bengal,ER,22.58039044,88.32994665,17/11/2019,125.8,11/17/19
705,Sikkim,ER,27.3333303,88.6166475,17/11/2019,1.1,11/17/19
706,Arunachal Pradesh,NER,27.10039878,93.61660071,17/11/2019,1.4,11/17/19
707,Assam,NER,26.7499809,94.21666744,17/11/2019,14.9,11/17/19
708,Manipur,NER,24.79997072,93.95001705,17/11/2019,2,11/17/19
709,NER Meghalaya,NER,25.57049217,91.8800142,17/11/2019,3.8,11/17/19
710,Mizoram,NER,23.71039899,92.72001461,17/11/2019,1.3,11/17/19
711,Nagaland,NER,25.6669979,94.11657019,17/11/2019,2,11/17/19
712,Tripura,NER,23.83540428,91.27999914,17/11/2019,2.4,11/17/19
713,ALL INDIA TOTAL,,,,17/11/2019,2907.8,11/17/19
714,Punjab,NR,31.51997398,75.98000281,18/11/2019,99,11/18/19
715,Haryana,NR,28.45000633,77.01999101,18/11/2019,107.9,11/18/19
716,Rajasthan,NR,26.44999921,74.63998124,18/11/2019,212.4,11/18/19
717,Delhi,NR,28.6699929,77.23000403,18/11/2019,63.2,11/18/19
